fullName,jerseyNum,height,position,classYr,teamMarketTo,conferenceShortNameTo,teamMarketFrom,conferenceShortNameFrom,mins,ptsScored,ast,reb,stl,blk,ptsScoredPg,astPg,rebPg,stlPg,blkPg
O'Mariyah Tucker,10.0,71.0,G,Senior,,,Alabama St.,SWAC,439.67,115.0,12.0,89.0,15.0,11.0,4.25926,0.44444,3.2963,0.55556,0.40741
Kimora Fagan,,,,,,,A&M-Corpus Christi,Southland,,,,,,,,,,,
Claudia Diez,15.0,75.0,F,Sophomore,,,A&M-Corpus Christi,Southland,7.09,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Justina Graham,11.0,71.0,F,Senior,,,Alabama St.,SWAC,409.99,105.0,4.0,77.0,11.0,4.0,5.25,0.2,3.85,0.55,0.2
Sharmayne Finley,20.0,70.0,G,Senior,,,Alcorn,SWAC,325.76,157.0,23.0,36.0,13.0,2.0,6.54167,0.95833,1.5,0.54167,0.08333
Isis Beh,33.0,75.0,F,Senior,,,Arizona,Big 12,865.78,260.0,58.0,137.0,42.0,11.0,8.3871,1.87097,4.41935,1.35484,0.35484
Nadiyah Byard,7.0,72.0,F,Junior,,,Ark.-Pine Bluff,SWAC,402.65,53.0,13.0,81.0,16.0,4.0,2.03846,0.5,3.11538,0.61538,0.15385
Mariam Traore,15.0,76.0,F,Junior,,,Ark.-Pine Bluff,SWAC,102.56,14.0,0.0,17.0,1.0,1.0,0.77778,0.0,0.94444,0.05556,0.05556
Janiyah Tucker,0.0,66.0,G,Freshman,,,Ark.-Pine Bluff,SWAC,94.87,64.0,5.0,16.0,9.0,1.0,16.0,1.25,4.0,2.25,0.25
Ashley Rojas,21.0,69.0,G,Junior,,,Ark.-Pine Bluff,SWAC,261.83,61.0,4.0,37.0,3.0,2.0,3.21053,0.21053,1.94737,0.15789,0.10526
Natalie Huff,,,,,,,A&M-Corpus Christi,Southland,,,,,,,,,,,
Maya Ellis,21.0,68.0,G,Junior,,,A&M-Corpus Christi,Southland,212.72,50.0,14.0,17.0,11.0,3.0,2.77778,0.77778,0.94444,0.61111,0.16667
Karianna Woods,3.0,68.0,G,Junior,,,Bethune-Cookman,SWAC,208.15,32.0,18.0,15.0,10.0,1.0,3.55556,2.0,1.66667,1.11111,0.11111
Jenny Ntambwe,34.0,71.0,F,Junior,,,Austin Peay,ASUN,16.52,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
Genevieve Coleman,44.0,72.0,F,Senior,,,Binghamton,AmEast,16.2,0.0,1.0,3.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0
Samantha Baker,12.0,72.0,G,Freshman,,,Binghamton,AmEast,15.93,3.0,0.0,2.0,1.0,0.0,0.42857,0.0,0.28571,0.14286,0.0
Andrea Daley,21.0,72.0,G,Senior,,,Boston College,ACC,753.73,285.0,62.0,194.0,36.0,6.0,8.63636,1.87879,5.87879,1.09091,0.18182
Taylor Wallace,5.0,66.0,G,Freshman,,,Bowling Green,MAC,16.26,3.0,0.0,0.0,0.0,0.0,0.42857,0.0,0.0,0.0,0.0
Natalie Jasper,4.0,65.0,G,Senior,,,Boston U.,Patriot,35.01,3.0,2.0,2.0,2.0,0.0,0.27273,0.18182,0.18182,0.18182,0.0
Lanae Riley,34.0,74.0,F,Junior,,,Akron,MAC,68.27,22.0,0.0,13.0,2.0,1.0,3.66667,0.0,2.16667,0.33333,0.16667
Solangelei Akridge,5.0,68.0,G,Sophomore,,,Alabama St.,SWAC,60.79,15.0,3.0,2.0,1.0,0.0,7.5,1.5,1.0,0.5,0.0
Anaja Hall,30.0,77.0,F,Sophomore,,,Alabama St.,SWAC,130.94,24.0,1.0,13.0,3.0,4.0,1.84615,0.07692,1.0,0.23077,0.30769
Sheyene Neale,13.0,68.0,F,Sophomore,,,Bradley,MVC,8.86,11.0,0.0,1.0,0.0,0.0,2.75,0.0,0.25,0.0,0.0
Mariam Coulibaly,66.0,72.0,,Freshman,,,Bradley,MVC,22.99,4.0,3.0,11.0,0.0,2.0,0.5,0.375,1.375,0.0,0.25
Allysan Tse,42.0,68.0,F,Sophomore,,,CSU Bakersfield,Big West,269.59,32.0,9.0,29.0,4.0,2.0,1.18519,0.33333,1.07407,0.14815,0.07407
Dylan Tse,21.0,67.0,G,Freshman,,,CSU Bakersfield,Big West,359.45,47.0,11.0,40.0,10.0,2.0,1.88,0.44,1.6,0.4,0.08
Nseije Ortiz,14.0,66.0,G,Sophomore,,,CSU Bakersfield,Big West,477.41,65.0,50.0,41.0,33.0,1.0,3.09524,2.38095,1.95238,1.57143,0.04762
Bryanne Lopez-Wood,,,,,,,CSU Bakersfield,Big West,,,,,,,,,,,
Karsen Marshall,21.0,68.0,G,Freshman,,,CSUN,Big West,235.81,83.0,7.0,28.0,17.0,4.0,4.36842,0.36842,1.47368,0.89474,0.21053
Kayla Hopson,2.0,68.0,G,Freshman,,,CSUN,Big West,333.3,67.0,39.0,50.0,19.0,1.0,3.04545,1.77273,2.27273,0.86364,0.04545
Natalia Ackerman,35.0,73.0,F,Senior,,,California,ACC,161.56,53.0,1.0,60.0,13.0,13.0,2.30435,0.04348,2.6087,0.56522,0.56522
Claudia Langarita,22.0,74.0,F,Senior,,,California,ACC,,,,,,,,,,,
Emily Strachan,23.0,67.0,G,Senior,,,Cal St. Fullerton,Big West,638.23,153.0,35.0,58.0,22.0,6.0,5.46429,1.25,2.07143,0.78571,0.21429
Layla Davis,0.0,72.0,F,Freshman,,,Cal St. Fullerton,Big West,293.28,84.0,8.0,64.0,6.0,3.0,4.42105,0.42105,3.36842,0.31579,0.15789
Hailey Long,32.0,71.0,F,Junior,,,California Baptist,WAC,55.58,19.0,3.0,10.0,0.0,2.0,2.11111,0.33333,1.11111,0.0,0.22222
Constance Ogbeide,0.0,73.0,F,Sophomore,,,Central Conn. St.,NEC,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Satori Griffin,22.0,69.0,G,Junior,,,Central Mich.,MAC,76.93,25.0,2.0,5.0,1.0,1.0,1.66667,0.13333,0.33333,0.06667,0.06667
Sara Carvajal Caro,15.0,75.0,F,Senior,,,Canisius,MAAC,272.35,77.0,11.0,48.0,4.0,4.0,3.34783,0.47826,2.08696,0.17391,0.17391
Courtney Dahlquist,13.0,75.0,F,Senior,,,Campbell,CAA,805.1,341.0,48.0,140.0,25.0,19.0,10.33333,1.45455,4.24242,0.75758,0.57576
Jordy Griggs,,,,,,,Clemson,ACC,14.05,3.0,0.0,1.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0
Laura Ortega-Mora,35.0,70.0,G,Senior,,,Charleston So.,Big South,16.72,1.0,1.0,5.0,0.0,0.0,0.16667,0.16667,0.83333,0.0,0.0
Madison Roshelle,11.0,69.0,G,Freshman,,,Charlotte,American,312.06,107.0,9.0,52.0,22.0,2.0,5.63158,0.47368,2.73684,1.15789,0.10526
Raeanne Eccleston,12.0,75.0,F,Freshman,,,Col. of Charleston,CAA,69.84,6.0,0.0,10.0,4.0,0.0,0.54545,0.0,0.90909,0.36364,0.0
Jannah Eissa,22.0,68.0,G,Sophomore,,,Cleveland St.,Horizon,25.21,3.0,1.0,3.0,1.0,0.0,0.27273,0.09091,0.27273,0.09091,0.0
Ayianna Johnson,1.0,75.0,F,Sophomore,,,Colorado,Big 12,307.41,154.0,7.0,64.0,12.0,1.0,4.96774,0.22581,2.06452,0.3871,0.03226
Hope Evans,13.0,64.0,G,Junior,,,Coppin St.,MEAC,883.12,203.0,75.0,84.0,27.0,4.0,7.25,2.67857,3.0,0.96429,0.14286
Destaney Harris,3.0,62.0,G,Freshman,,,Delaware St.,MEAC,15.4,2.0,0.0,1.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0
Mary Wilson,33.0,70.0,G,Senior,,,Denver,Summit,251.23,82.0,5.0,15.0,8.0,0.0,3.41667,0.20833,0.625,0.33333,0.0
Najah Lane,4.0,65.0,G,Junior,,,Delaware St.,MEAC,739.84,155.0,53.0,49.0,26.0,1.0,6.2,2.12,1.96,1.04,0.04
Chanteese Craig,34.0,74.0,F,Senior,,,Detroit Mercy,Horizon,76.22,19.0,5.0,10.0,2.0,3.0,1.05556,0.27778,0.55556,0.11111,0.16667
Shimei Muhammad,21.0,73.0,G,Senior,,,Charleston So.,Big South,636.71,137.0,35.0,90.0,31.0,10.0,4.72414,1.2069,3.10345,1.06897,0.34483
Alize Tripp,11.0,66.0,G,Senior,,,Detroit Mercy,Horizon,205.49,49.0,8.0,23.0,6.0,0.0,2.04167,0.33333,0.95833,0.25,0.0
Kaylee Carson,2.0,68.0,G,Freshman,,,ETSU,SoCon,91.08,15.0,3.0,9.0,2.0,0.0,1.25,0.25,0.75,0.16667,0.0
Faith Walker,50.0,72.0,F,Junior,,,Eastern Ky.,ASUN,20.01,6.0,0.0,2.0,0.0,0.0,0.54545,0.0,0.18182,0.0,0.0
Emily Christenson,20.0,71.0,G,Sophomore,,,Drake,MVC,15.63,10.0,2.0,1.0,0.0,0.0,0.90909,0.18182,0.09091,0.0,0.0
Ashley Hassett,20.0,67.0,G,Senior,,,Eastern Mich.,MAC,92.16,29.0,0.0,17.0,5.0,1.0,2.07143,0.0,1.21429,0.35714,0.07143
Chelsea Bishop,11.0,70.0,G,Freshman,,,Eastern Mich.,MAC,116.17,32.0,2.0,13.0,5.0,1.0,2.90909,0.18182,1.18182,0.45455,0.09091
Breeje Schuler,5.0,70.0,G,Junior,,,Eastern Wash.,Big Sky,85.64,25.0,2.0,15.0,2.0,2.0,5.0,0.4,3.0,0.4,0.4
Hannah Humphrey,22.0,67.0,G,Senior,,,East Texas A&M,Southland,269.53,122.0,15.0,53.0,11.0,1.0,5.08333,0.625,2.20833,0.45833,0.04167
Bre'Aria Cannon,23.0,72.0,F,Freshman,,,Eastern Ky.,ASUN,23.01,17.0,0.0,4.0,2.0,1.0,1.21429,0.0,0.28571,0.14286,0.07143
Mira Hanna,0.0,72.0,F,Junior,,,Evansville,MVC,4.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Anica Skrivan,21.0,,F,Senior,,,Evansville,MVC,58.59,11.0,1.0,13.0,1.0,2.0,1.375,0.125,1.625,0.125,0.25
Dominique Garcia Blackwood,10.0,70.0,G,Sophomore,,,FDU,NEC,23.13,6.0,1.0,3.0,1.0,0.0,0.85714,0.14286,0.42857,0.14286,0.0
Rose Nelson,10.0,73.0,F,Junior,,,Fordham,A10,513.27,37.0,17.0,77.0,11.0,25.0,1.27586,0.58621,2.65517,0.37931,0.86207
Maya Robinson,23.0,69.0,G,Sophomore,,,Charleston So.,Big South,170.12,32.0,8.0,17.0,5.0,4.0,1.68421,0.42105,0.89474,0.26316,0.21053
Eliya Ellis,44.0,72.0,F,Senior,,,Florida A&M,SWAC,268.16,60.0,5.0,46.0,7.0,7.0,2.5,0.20833,1.91667,0.29167,0.29167
Nya Bostic,32.0,68.0,G,Senior,,,Florida A&M,SWAC,114.58,17.0,2.0,20.0,5.0,0.0,1.13333,0.13333,1.33333,0.33333,0.0
Alana Striverson,2.0,70.0,G,Junior,,,Evansville,MVC,439.33,143.0,22.0,17.0,4.0,1.0,7.94444,1.22222,0.94444,0.22222,0.05556
Staci Williams,1.0,68.0,G,Sophomore,,,FDU,NEC,155.84,54.0,6.0,16.0,3.0,1.0,2.34783,0.26087,0.69565,0.13043,0.04348
Malaya LeSueur,11.0,69.0,G,Sophomore,,,Fresno St.,MWC,125.24,21.0,12.0,18.0,1.0,1.0,1.23529,0.70588,1.05882,0.05882,0.05882
Khloe Miller,,,,,,,East Carolina,American,,,,,,,,,,,
Emma Bruen,10.0,67.0,G,Junior,,,Central Conn. St.,NEC,211.3,26.0,9.0,26.0,6.0,2.0,2.16667,0.75,2.16667,0.5,0.16667
Elif Dila Bayrak,0.0,73.0,F,Sophomore,,,Fresno St.,MWC,13.77,4.0,0.0,1.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0
Mariah Elohim,2.0,70.0,G,Sophomore,,,Fresno St.,MWC,788.02,261.0,42.0,42.0,15.0,3.0,9.0,1.44828,1.44828,0.51724,0.10345
Jayda Pinder,0.0,67.0,G,Sophomore,,,Furman,SoCon,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamiria Jones,1.0,69.0,G,Freshman,,,Ga. Southern,Sun Belt,9.12,1.0,1.0,1.0,0.0,0.0,0.33333,0.33333,0.33333,0.0,0.0
Alannah Chatfield,10.0,68.0,G,Junior,,,Fresno St.,MWC,21.09,6.0,2.0,1.0,0.0,0.0,0.75,0.25,0.125,0.0,0.0
Deannasty Smith,23.0,73.0,F,Junior,,,Ga. Southern,Sun Belt,33.87,5.0,1.0,10.0,0.0,0.0,0.71429,0.14286,1.42857,0.0,0.0
Kelsey Crossan,11.0,71.0,G,Junior,,,Gardner-Webb,Big South,19.05,1.0,0.0,4.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0
LeAire Nicks,24.0,74.0,F,Freshman,,,George Mason,A10,51.61,8.0,3.0,9.0,4.0,0.0,0.66667,0.25,0.75,0.33333,0.0
Ja'Miyah Bryant,20.0,73.0,F,Senior,,,Grambling,SWAC,65.21,15.0,1.0,16.0,1.0,5.0,2.5,0.16667,2.66667,0.16667,0.83333
Halima Salat,23.0,65.0,G,Senior,,,Grambling,SWAC,243.3,60.0,6.0,17.0,8.0,0.0,2.4,0.24,0.68,0.32,0.0
Lillian Jackson,24.0,71.0,F,Junior,,,Grambling,SWAC,139.33,28.0,3.0,20.0,6.0,14.0,1.27273,0.13636,0.90909,0.27273,0.63636
Lucy Ghaifan,42.0,71.0,F,Sophomore,,,Grand Canyon,WAC,52.48,24.0,4.0,14.0,0.0,0.0,2.4,0.4,1.4,0.0,0.0
Jenae Dublin,3.0,74.0,F,Senior,,,Hampton,CAA,437.13,144.0,8.0,101.0,25.0,12.0,7.2,0.4,5.05,1.25,0.6
Ariana Wilkes,,,,,,,High Point,Big South,,,,,,,,,,,
Avalon Miller,22.0,75.0,F,Senior,,,Houston,Big 12,5.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Malaka Cobb,2.0,63.0,F,Sophomore,,,Hampton,CAA,267.22,51.0,27.0,20.0,5.0,2.0,1.88889,1.0,0.74074,0.18519,0.07407
Tamori Plantin,,,,,,,IU Indy,Horizon,105.68,33.0,3.0,25.0,0.0,2.0,1.94118,0.17647,1.47059,0.0,0.11765
Jada Patton,24.0,72.0,F,Junior,,,IU Indy,Horizon,295.61,127.0,31.0,53.0,11.0,2.0,7.9375,1.9375,3.3125,0.6875,0.125
Kendall Beck,45.0,74.0,F,Freshman,,,Houston Christian,Southland,149.31,47.0,3.0,19.0,3.0,4.0,2.9375,0.1875,1.1875,0.1875,0.25
Semie Brar,8.0,64.0,G,Senior,,,Indiana St.,MVC,319.52,67.0,7.0,37.0,2.0,1.0,2.39286,0.25,1.32143,0.07143,0.03571
Taliya Heron,11.0,72.0,F,Sophomore,,,Iona,MAAC,16.15,2.0,1.0,3.0,1.0,0.0,0.4,0.2,0.6,0.2,0.0
Joy Dua,34.0,75.0,F,Freshman,,,Jackson St.,SWAC,10.77,1.0,0.0,1.0,0.0,1.0,0.16667,0.0,0.16667,0.0,0.16667
Davina Smith,5.0,72.0,G,Junior,,,Indiana St.,MVC,354.31,73.0,12.0,64.0,4.0,4.0,2.43333,0.4,2.13333,0.13333,0.13333
Ja'Leah Hickmon,23.0,72.0,F,Junior,,,Jackson St.,SWAC,286.41,19.0,9.0,65.0,17.0,3.0,0.63333,0.3,2.16667,0.56667,0.1
Shalance Montoya,44.0,73.0,F,Senior,,,Jackson St.,SWAC,419.15,127.0,17.0,137.0,15.0,7.0,4.09677,0.54839,4.41935,0.48387,0.22581
Amaya Barnes,33.0,71.0,F,Sophomore,,,Jackson St.,SWAC,20.41,1.0,0.0,1.0,1.0,0.0,0.11111,0.0,0.11111,0.11111,0.0
Jada Jones,24.0,76.0,F,Sophomore,,,Jacksonville,ASUN,154.48,34.0,3.0,37.0,3.0,6.0,2.125,0.1875,2.3125,0.1875,0.375
Laura Molnárová,77.0,71.0,G,Freshman,,,James Madison,Sun Belt,30.18,6.0,0.0,1.0,1.0,0.0,0.46154,0.0,0.07692,0.07692,0.0
Dea Pushkolli,12.0,71.0,G,Sophomore,,,Kansas City,Summit,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atiana Williams,31.0,67.0,G,Freshman,,,James Madison,Sun Belt,12.48,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16667,0.0,0.16667
Celine Mukura,32.0,,F,,,,LIU,NEC,43.65,6.0,1.0,10.0,1.0,4.0,0.85714,0.14286,1.42857,0.14286,0.57143
McKenzie Smith,,,,,,,Kansas,Big 12,,,,,,,,,,,
Racky Kane,22.0,70.0,G,Sophomore,,,LIU,NEC,318.08,53.0,6.0,55.0,14.0,13.0,1.82759,0.2069,1.89655,0.48276,0.44828
Areyanna Hunter,20.0,66.0,G,Junior,,,Jackson St.,SWAC,362.77,62.0,53.0,42.0,12.0,0.0,2.38462,2.03846,1.61538,0.46154,0.0
Kayla Tilus,4.0,71.0,G,Sophomore,,,LIU,NEC,226.13,38.0,9.0,25.0,11.0,2.0,1.72727,0.40909,1.13636,0.5,0.09091
Brianna Mead,,,,,,,LIU,NEC,,,,,,,,,,,
Nigeria Harkless,15.0,74.0,F,Junior,,,LIU,NEC,529.39,164.0,30.0,92.0,20.0,11.0,6.30769,1.15385,3.53846,0.76923,0.42308
Amaya Dowdy,25.0,72.0,F,Senior,,,LIU,NEC,130.96,53.0,5.0,22.0,3.0,4.0,8.83333,0.83333,3.66667,0.5,0.66667
Laeticia Hardy,3.0,72.0,F,Freshman,,,LIU,NEC,74.47,4.0,2.0,10.0,1.0,1.0,0.25,0.125,0.625,0.0625,0.0625
Patricia Sherrill,34.0,73.0,F,Junior,,,LIU,NEC,310.35,55.0,7.0,76.0,4.0,4.0,1.89655,0.24138,2.62069,0.13793,0.13793
Aniyah Riddell,26.0,73.0,F,Freshman,,,LMU (CA),WCC,,,,,,,,,,,
Alisa Blalock,10.0,66.0,G,Junior,,,La Salle,A10,135.71,45.0,7.0,13.0,5.0,0.0,2.36842,0.36842,0.68421,0.26316,0.0
Amira Williams,4.0,71.0,G,Senior,,,James Madison,Sun Belt,87.68,20.0,7.0,28.0,4.0,2.0,1.66667,0.58333,2.33333,0.33333,0.16667
Layla Curry,23.0,69.0,G,Junior,,,LMU (CA),WCC,9.25,3.0,4.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0
Jakiylah Esco,35.0,73.0,F,Senior,,,Jackson St.,SWAC,211.15,46.0,2.0,51.0,8.0,9.0,1.76923,0.07692,1.96154,0.30769,0.34615
Vega Gil,,,,,,,La Salle,A10,,,,,,,,,,,
Zhara Adeyemi,11.0,70.0,G,Sophomore,,,Le Moyne,NEC,253.87,89.0,6.0,45.0,9.0,6.0,3.70833,0.25,1.875,0.375,0.25
Annemarie Batista,23.0,73.0,F,Junior,,,Little Rock,OVC,204.45,48.0,6.0,24.0,4.0,2.0,1.92,0.24,0.96,0.16,0.08
Savannah Tucker,2.0,69.0,G,Senior,,,Long Beach St.,Big West,1081.6,482.0,68.0,83.0,35.0,19.0,16.62069,2.34483,2.86207,1.2069,0.65517
Dacia Jones,13.0,72.0,G,Sophomore,,,Louisiana,Sun Belt,182.14,15.0,3.0,10.0,9.0,0.0,0.625,0.125,0.41667,0.375,0.0
Jamyia Bowen,8.0,74.0,F,Junior,,,Little Rock,OVC,21.55,4.0,0.0,5.0,1.0,1.0,1.33333,0.0,1.66667,0.33333,0.33333
Taylor Rietveld,21.0,72.0,F,Freshman,,,Louisiana Tech,CUSA,123.87,15.0,8.0,25.0,4.0,2.0,0.65217,0.34783,1.08696,0.17391,0.08696
Elina Syniakova,12.0,74.0,F,Freshman,,,Louisiana Tech,CUSA,8.07,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Jayda Allie,11.0,68.0,G,Freshman,,,Marshall,Sun Belt,9.47,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0
Jaycie Christopher,4.0,72.0,G,Junior,,,Maine,AmEast,322.34,54.0,18.0,29.0,9.0,2.0,2.0,0.66667,1.07407,0.33333,0.07407
Alasia Hayes,5.0,68.0,G,Junior,,,Marshall,Sun Belt,,,,,,,,,,,
Olivia Ziolkowski,14.0,72.0,F,Junior,,,Marshall,Sun Belt,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikenzie Jones,22.0,73.0,F,Sophomore,,,Massachusetts,A10,56.9,9.0,0.0,15.0,2.0,1.0,1.0,0.0,1.66667,0.22222,0.11111
Daniela Vallecilla,44.0,76.0,F,Freshman,,,McNeese,Southland,40.67,3.0,1.0,6.0,0.0,4.0,0.21429,0.07143,0.42857,0.0,0.28571
Mariah Stewart,26.0,75.0,F,Senior,,,Lindenwood,OVC,159.67,21.0,10.0,48.0,4.0,3.0,0.72414,0.34483,1.65517,0.13793,0.10345
Avery Young,6.0,67.0,G,Junior,,,McNeese,Southland,305.3,67.0,19.0,44.0,13.0,2.0,2.79167,0.79167,1.83333,0.54167,0.08333
Noelle Cabiness,32.0,72.0,F,Freshman,,,Le Moyne,NEC,,,,,,,,,,,
Boston Berry,21.0,67.0,G,Sophomore,,,McNeese,Southland,357.67,115.0,23.0,41.0,11.0,4.0,4.25926,0.85185,1.51852,0.40741,0.14815
Adiana Pacheco,4.0,70.0,F,Junior,,,Marshall,Sun Belt,100.1,11.0,0.0,17.0,1.0,4.0,0.52381,0.0,0.80952,0.04762,0.19048
Alva Mofalk,12.0,76.0,F,Sophomore,,,McNeese,Southland,55.25,12.0,1.0,9.0,0.0,1.0,1.09091,0.09091,0.81818,0.0,0.09091
Grace Strickland,20.0,69.0,G,Freshman,,,Mercyhurst,NEC,197.47,31.0,9.0,26.0,4.0,1.0,1.55,0.45,1.3,0.2,0.05
Ziul Gonzalez,,,,,,,Miami (OH),MAC,,,,,,,,,,,
Mary Meng,21.0,77.0,F,Freshman,,,Michigan St.,Big Ten,61.1,11.0,1.0,19.0,2.0,4.0,1.22222,0.11111,2.11111,0.22222,0.44444
Justina Hernandez,25.0,68.0,G,Junior,,,Milwaukee,Horizon,63.1,18.0,4.0,10.0,6.0,0.0,1.2,0.26667,0.66667,0.4,0.0
Brianna Williams,44.0,73.0,F,Senior,,,Le Moyne,NEC,589.3,141.0,33.0,150.0,14.0,20.0,4.7,1.1,5.0,0.46667,0.66667
Serenity Echols,25.0,70.0,G,Junior,,,Mississippi Val.,SWAC,466.73,85.0,6.0,79.0,8.0,2.0,2.74194,0.19355,2.54839,0.25806,0.06452
Teni Kuyinu,21.0,70.0,G,Senior,,,Lamar University,Southland,6.62,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Nyah Wilson,8.0,68.0,G,Senior,,,Missouri,SEC,583.86,146.0,56.0,60.0,27.0,2.0,4.5625,1.75,1.875,0.84375,0.0625
De'Myla Brown,1.0,67.0,G,Senior,,,Missouri,SEC,347.51,157.0,12.0,38.0,24.0,0.0,5.41379,0.41379,1.31034,0.82759,0.0
Terren Ward,3.0,71.0,G,Senior,,,Mississippi St.,SEC,112.91,49.0,2.0,30.0,3.0,4.0,3.76923,0.15385,2.30769,0.23077,0.30769
Marie' Perdew,22.0,69.0,G,Freshman,,,Morehead St.,OVC,11.63,6.0,1.0,0.0,0.0,0.0,1.2,0.2,0.0,0.0,0.0
Myla Benton,2.0,68.0,G,Freshman,,,Morehead St.,OVC,199.92,22.0,7.0,20.0,4.0,3.0,0.91667,0.29167,0.83333,0.16667,0.125
Kuryn Brunson,11.0,71.0,F,Junior,,,Morehead St.,OVC,381.65,79.0,12.0,82.0,11.0,0.0,2.92593,0.44444,3.03704,0.40741,0.0
Celeste Reed,23.0,71.0,F,Freshman,,,Morehead St.,OVC,25.81,13.0,0.0,6.0,3.0,0.0,1.625,0.0,0.75,0.375,0.0
Nakilah Johnson,12.0,71.0,G,Senior,,,Morgan St.,MEAC,44.61,9.0,3.0,2.0,1.0,0.0,1.28571,0.42857,0.28571,0.14286,0.0
Kimora Lopez,24.0,70.0,G,Freshman,,,Morgan St.,MEAC,52.31,4.0,1.0,5.0,0.0,0.0,0.5,0.125,0.625,0.0,0.0
Kavanah Lene,22.0,69.0,G,Freshman,,,Montana,Big Sky,,,,,,,,,,,
Rosa Revueltas Pareja,6.0,68.0,G,Senior,,,Mount St. Mary's,MAAC,418.67,98.0,23.0,51.0,19.0,3.0,3.26667,0.76667,1.7,0.63333,0.1
Heather Middleton,11.0,72.0,G,Junior,,,Mount St. Mary's,MAAC,78.14,17.0,1.0,11.0,3.0,2.0,1.54545,0.09091,1.0,0.27273,0.18182
Die Diop,,,,,,,Mount St. Mary's,MAAC,,,,,,,,,,,
Zaiha Minnis,21.0,70.0,F,Junior,,,Morgan St.,MEAC,19.33,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16667,0.0,0.0
Jo Raflo,4.0,70.0,G,Senior,,,Mount St. Mary's,MAAC,837.46,416.0,45.0,172.0,28.0,18.0,14.85714,1.60714,6.14286,1.0,0.64286
Adriana Blazquez,,,,,,,Murray St.,MVC,,,,,,,,,,,
Jazmine Young,23.0,73.0,F,Freshman,,,Murray St.,MVC,5.6,0.0,1.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0
Adalyn Koelling,33.0,73.0,F,Freshman,,,Murray St.,MVC,79.77,14.0,2.0,19.0,3.0,0.0,0.73684,0.10526,1.0,0.15789,0.0
Tamia Darden,6.0,67.0,G,Freshman,,,N.C. A&T,CAA,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delaney Yarborough,14.0,75.0,F,Sophomore,,,N.C. A&T,CAA,160.03,58.0,1.0,49.0,2.0,11.0,3.625,0.0625,3.0625,0.125,0.6875
Teniya Morant,10.0,67.0,G,Freshman,,,Mississippi Val.,SWAC,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laniah Randle,4.0,69.0,G,Senior,,,Missouri,SEC,862.14,372.0,49.0,199.0,55.0,14.0,11.625,1.53125,6.21875,1.71875,0.4375
Zoe Stewart,23.0,70.0,G,Sophomore,,,Missouri St.,MVC,167.72,34.0,9.0,18.0,13.0,0.0,1.78947,0.47368,0.94737,0.68421,0.0
Kiylynn Dawkins,11.0,73.0,F,Junior,,,NIU,MAC,49.8,10.0,0.0,11.0,3.0,0.0,1.0,0.0,1.1,0.3,0.0
Hannah Hartley,33.0,71.0,F,Senior,,,Nevada,MWC,8.45,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Carly Catania,15.0,69.0,G,Freshman,,,New Hampshire,AmEast,20.67,5.0,0.0,6.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0
Rakiyah Jackson,20.0,70.0,G,Sophomore,,,Nevada,MWC,338.43,76.0,8.0,57.0,5.0,3.0,2.81481,0.2963,2.11111,0.18519,0.11111
Aina Roque,12.0,69.0,G,Junior,,,New Hampshire,AmEast,9.5,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0
Sianny Sanchez-Oliver,3.0,65.0,G,Senior,,,New Mexico St.,CUSA,820.62,120.0,72.0,75.0,37.0,2.0,3.75,2.25,2.34375,1.15625,0.0625
Mayah Alford,2.0,69.0,G,Freshman,,,NJIT,AmEast,10.66,7.0,0.0,3.0,1.0,1.0,0.7,0.0,0.3,0.1,0.1
