#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,Previous School,clean_name,Player,Team_prev,Previous Conf,Team,NewTeam,NewConf,ImageURL
23,Addi Wedin,Saint Mary's Gaels,G,5-10,R-Junior,"Happy Valley, OR",FreeAgent,33.0,33.0,6.0,9.0,1.0,26.0,13.0,3.0,0.0,3.0,1.0,2.0,2.0,5.0,1.0,3.0,4.0,0.0,0.0,3.0,3.0,26.0,13.0,3.0,0.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,5.0,6.0,6.0,0,addi wedin,0,0,0,smc,0,0,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/17/AW.jpg?width=80&quality=90
24,Kayla Jones,Loyola Marymount Lions,F,6-0,Junior,"Norman, OK",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grayson College,kayla jones,0,0,0,lmu,0,0,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Kayla_Jones.jpg?width=80&quality=90
12,Mackenzie Shivers,Oregon State Beavers,G,5-6,R-Junior,"Mesa, AZ",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,mackenzie shivers,0,0,0,osu,0,0,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-8.jpg&width=603&height=803&gravity=north&type=webp
24,Sydnie Rodriguez,Seattle U Redhawks,G,6-0,Sophomore,"Boise, ID",FreeAgent,-6.0,-6.0,92.0,146.5,1.0,26.0,3.0,5.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,10.0,2.0,2.0,3.0,3.0,26.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,8.0,0.0,0.0,0.0,Owhyee HS,sydnie rodriguez,0,0,0,seattle,0,0,https://goseattleu.com/imgproxy/coiLDNnfD4ptGSHU6KNsQGAz0cK2mGzljSZiA1gw3wc/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS85RENVaGt6T2NWaUlaMWMySEJLck1YeTM4a1Q4aWN3RnhJRHBzQzlzLnBuZw.png
3,Florence Dallow,Portland Pilots,G,6-2,R-Sophomore,"Auckland, New Zealand",FreeAgent,19.0,19.0,21.0,32.5,1.0,12.0,11.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,9.0,1.0,1.0,2.0,2.0,12.0,11.0,3.0,1.0,0.0,0.0,0.0,5.0,9.0,1.0,2.0,0.0,0.0,0.0,Epsom Girls Grammar School,florence dallow,0,0,0,portland,0,0,https://portlandpilots.com/images/2025/10/15/Dallow_Florence26web.JPG?width=80&quality=90
22,Lucy Larson,Seattle U Redhawks,G,5-10,Sophomore,"Seattle, WA",FreeAgent,2.0,2.0,38.0,61.5,1.0,14.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,14.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0,lucy larson,0,0,0,seattle,0,0,https://goseattleu.com/imgproxy/dR1mTc9WB43roTFVu20B6gcm0knq8UA90sb7kmGCh0Y/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS8zWXVFQnJjUkFCSzJ6VVB2ejhTQnFFdHY0M0o4clh1WVAyUnRqSlZ3LnBuZw.png
22,Paula Tirado,San Francisco Dons,G,5-7,R-Sophomore,"Mataro, Spain",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IES Damia Campeny,paula tirado,0,0,0,usf,0,0,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/22_Paula_Tirado_Headshot.jpg?width=80&quality=90
23,Kenlee Durrill,Pacific Tigers,G,5-10,R-Sophomore,"Denver, CO",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Flat Irons,kenlee durrill,0,0,0,pacific,0,0,https://pacifictigers.com/images/2025/10/20/Kenlee_Durrill.png?width=80&quality=90
4,Fia Proctor,Seattle U Redhawks,F,6-2,Sophomore,"Bothell, WA",FreeAgent,-1.0,-1.0,45.0,142.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Wyoming,fia proctor,Fia Proctor,Wyoming,MWC,seattle,Seattle U,WCC,https://goseattleu.com/imgproxy/lT84Eiib8dxXLjZTLzwcEEjJ57UGhnWaudg-BO-H7HA/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9MNzlmZG5sVG5ROXRNQzVnR3dCUnJkV09lakFQcDVIRGFDYWZKaWxXLnBuZw.png
10,Lova Lagerlid,Loyola Marymount Lions,G,6-1,So.,"Stockholm, Sweden",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colorado,lova lagerlid,Lova Lagerlid,Colorado,Big 12,lmu,LMU (CA),WCC,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Lova_Lagerlid.jpg?width=80&quality=90
24,LaMiracle Lebon,Pacific Tigers,F,6-3,Freshman,"Columbus, MS",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vanden HS,lamiracle lebon,0,0,0,pacific,0,0,https://pacifictigers.com/images/2025/10/20/LaMiracle_Lebon.png?width=80&quality=90
32,Sophia Priestley,San Francisco Dons,F,6-2,Freshman,"Oslo, Norway",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ullern IF Oslo,sophia priestley,0,0,0,usf,0,0,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/32_Sophia_Priestley_Headshot.jpg?width=80&quality=90
3,Noelia Mourino,San Francisco Dons,F,6-2,Freshman,"O Porrino, Spain",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Segle XXI Barcelona,noelia mourino,0,0,0,usf,0,0,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/3_Noelia_Mourino_Headshot.jpg?width=80&quality=90
8,Sophia Mindermann,Pacific Tigers,G,5-10,Freshman,"Folsom, CA",FreeAgent,1.0,1.0,41.0,66.5,1.0,18.0,4.0,1.0,4.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,18.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,10.0,1.0,7.0,1.0,3.0,3.0,Folsom HS,sophia mindermann,0,0,0,pacific,0,0,https://pacifictigers.com/images/2025/10/20/Sophia_Mindermann.png?width=80&quality=90
9,Aina Cargol,San Francisco Dons,G,5-9,Freshman,"Olot, Spain",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spar Girona,aina cargol,0,0,0,usf,0,0,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/9_Aina_Cargol_Headshot.jpg?width=80&quality=90
10,Amy Pateman,San Francisco Dons,G,5-8,Freshman,"Auckland, New Zealand",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Westlake Girls High School,amy pateman,0,0,0,usf,0,0,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/10_Amy_Pateman_Headshot.jpg?width=80&quality=90
7,Liv Yergensen,Pacific Tigers,G,5-11,Freshman,"El Dorado Hills, CA",FreeAgent,9.0,9.0,32.0,49.0,1.0,20.0,8.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,20.0,8.0,2.0,0.0,0.0,1.0,2.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,Oak Ridge HS,liv yergensen,0,0,0,pacific,0,0,https://pacifictigers.com/images/2025/10/20/Liv_Yergensen.png?width=80&quality=90
12,Natasa Tausova,San Francisco Dons,F,6-3,Freshman,"Poprad, Slovakia",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Piestanske Cajky,natasa tausova,0,0,0,usf,0,0,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/12_Natasa_Tausova_Headshot.jpg?width=80&quality=90
20,Delainey Miller,Santa Clara Broncos,G,5-10,Freshman,"Aurora, CO",FreeAgent,29.0,29.0,10.0,13.0,1.0,25.0,8.0,11.0,5.0,1.0,2.0,0.0,2.0,4.0,3.0,2.0,7.0,6.0,6.0,5.0,5.0,25.0,8.0,11.0,5.0,1.0,2.0,3.0,2.0,7.0,0.0,2.0,4.0,9.0,9.0,0,delainey miller,0,0,0,santa clara,0,0,https://santaclarabroncos.com/images/2025/9/18/miller_delaneyDJR13189.JPG?width=80&quality=90
15,Keandra Koorits,Washington State Cougars,G/F,6-2,R-Freshman,"Tallinn, Estonia",FreeAgent,25.0,25.0,2.0,20.5,1.0,30.0,23.0,6.0,0.0,0.0,0.0,3.0,5.0,8.0,3.0,6.0,10.0,1.0,1.0,5.0,5.0,30.0,23.0,6.0,0.0,0.0,0.0,3.0,6.0,10.0,3.0,5.0,8.0,9.0,9.0,Audentes Sports Gymnasium,keandra koorits,0,0,0,wsu,0,0,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Koorits__Keandra.png?width=80&quality=90
1,Malvina Haziri,Washington State Cougars,G,5-9,Freshman,"Vushtrria, Kosovo",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KBF Prishtina,malvina haziri,0,0,0,wsu,0,0,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Haziri__Malvina.png?width=80&quality=90
6,Tahara Magassa,Washington State Cougars,F,6-4,Freshman,"Paris, France",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint-Amand Hainut,tahara magassa,0,0,0,wsu,0,0,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/wsu.sidearmsports.com/images/responsive_2020/logo_main.svg
9,Tanja Valancic,Washington State Cougars,F,6-0,Freshman,"Ljubljana, Slovenia",FreeAgent,-6.0,-6.0,46.0,146.5,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,Akson Ilirija,tanja valancic,0,0,0,wsu,0,0,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Valancic__Tanja.png?width=80&quality=90
55,Malia Ruud,Washington State Cougars,F,6-2,Freshman,"Pasco, Wash.",FreeAgent,20.0,20.0,7.0,30.0,1.0,21.0,9.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,21.0,9.0,2.0,0.0,1.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,2.0,2.0,Chiawana HS,malia ruud,0,0,0,wsu,0,0,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Ruud__Malia.png?width=80&quality=90
0,Goundo Diakite Bayo,Portland Pilots,F,6-1,Freshman,"Barcelona, Spain",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IES Carles Vallbona,goundo diakite bayo,0,0,0,portland,0,0,https://portlandpilots.com/images/2025/10/15/Diakite_Goundoba26web.JPG?width=80&quality=90
5,Aubrey Herrin,Portland Pilots,G,6-1,Freshman,"Kennewick, WA",FreeAgent,18.0,18.0,22.0,35.0,1.0,18.0,6.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,18.0,6.0,4.0,1.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Kamiakin HS,aubrey herrin,0,0,0,portland,0,0,https://portlandpilots.com/images/2025/10/15/Herrin_Aubrey26web.JPG?width=80&quality=90
9,Jada Kennedy,Portland Pilots,C,6-5,Freshman,"Melbourne, Australia",FreeAgent,16.0,16.0,1.0,38.5,1.0,14.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,14.0,6.0,4.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Siena College,jada kennedy,0,0,0,portland,0,0,https://portlandpilots.com/images/2025/10/15/Kennedy_Jada26web.JPG?width=80&quality=90
12,Brynn Smith,Portland Pilots,G,6-0,Freshman,"Eugene, OR",FreeAgent,32.0,32.0,7.5,10.5,1.0,20.0,12.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,3.0,6.0,9.0,0.0,0.0,1.0,1.0,20.0,12.0,1.0,2.0,4.0,0.0,3.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,Willamette HS,brynn smith,0,0,0,portland,0,0,https://portlandpilots.com/images/2025/10/15/Smith_Brynn26web.JPG?width=80&quality=90
14,Caitlin Monahan,Portland Pilots,G,5-10,R-Freshman,"Mercer Island, WA",FreeAgent,5.0,5.0,34.0,53.0,1.0,14.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,14.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,Mercer Island HS,caitlin monahan,0,0,0,portland,0,0,https://portlandpilots.com/images/2025/10/15/Monahan_Caitlyn26web.JPG?width=80&quality=90
35,Camille Dake,Portland Pilots,G,6-0,Freshman,"Vista, CA",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rancho Buena Vista HS,camille dake,0,0,0,portland,0,0,https://portlandpilots.com/images/2025/10/15/Dake_Camille26web.jpg?width=80&quality=90
24,Colleena Bryant,Saint Mary's Gaels,G,5-7,Freshman,"Detroit, MI",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,colleena bryant,0,0,0,smc,0,0,https://duq7p5k7s6jsa.cloudfront.net/images/2025/7/8/Colleena_Bryant_Summer_Headshot.png?width=80&quality=90
44,Julia Dalan,Portland Pilots,C/F,6-3,Freshman,"Centralia, WA",FreeAgent,18.0,18.0,1.0,35.0,1.0,15.0,8.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,7.0,1.0,1.0,2.0,2.0,15.0,8.0,3.0,1.0,0.0,2.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,W.F. West HS,julia dalan,0,0,0,portland,0,0,https://portlandpilots.com/images/2025/10/15/Dalan_Julia26web.JPG?width=80&quality=90
11,Coco Urlacher,Saint Mary's Gaels,G,5-10,Freshman,"Palatine, IL",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,coco urlacher,0,0,0,smc,0,0,https://duq7p5k7s6jsa.cloudfront.net/images/2025/7/8/Coco_Urlacher_Summer_Headshot.png?width=80&quality=90
1,Paige Lofing,Gonzaga Bulldogs,G,5-9,Freshman,"Billings, MT",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,paige lofing,0,0,0,gonzaga,0,0,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/paige_lofing-2059.JPG?width=80&quality=90
5,Dylan Mogel,Seattle U Redhawks,G,5-9,Freshman,"Clackamas, OR",FreeAgent,4.0,4.0,36.5,56.0,1.0,27.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0,dylan mogel,0,0,0,seattle,0,0,https://goseattleu.com/imgproxy/GjzClbkFb4-W9mtTVxl3VaZ_1ZrH0WCOQzp4uRrZF3I/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9TUWt3dnhLbXM5VHFUeGVCY2dCenlwc0ZnMmdkbWdiY3JVQTZzN2xxLnBuZw.png
8,Chloe Emanga,Seattle U Redhawks,G,5-9,Freshman,"Marbach Am Neckar, Germany",FreeAgent,5.0,5.0,34.0,53.0,1.0,15.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,15.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,BasCats USC Heidelberg,chloe emanga,0,0,0,seattle,0,0,https://goseattleu.com/imgproxy/CfoRoMa7CQBDPXJA4SEv1d8OKSy4StWqGvLxTi4JMhE/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS82UEdENGZvZk16NVFVNFA5c01DWVBOQjhaWFo5T1NPRzc4SVVpa0dvLnBuZw.png
9,Jana Vesic,Seattle U Redhawks,G,5-7,Freshman,"Belgrade, Serbia",FreeAgent,-4.0,-4.0,91.0,145.0,1.0,18.0,6.0,2.0,2.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,9.0,1.0,1.0,1.0,1.0,18.0,6.0,2.0,2.0,0.0,0.0,4.0,1.0,9.0,0.0,3.0,4.0,4.0,4.0,0,jana vesic,0,0,0,seattle,0,0,https://goseattleu.com/imgproxy/TRnpsePGP3bf6OKdSgsSEGk-j81iVKC0DE6AWhSOSU0/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9VR2ZLc3FydXkyV0Z1MkZiTkk0Q0pySkhld3cyM1VEZVhHMWs3ZVMxLnBuZw.png
2,Katelyn Field,Oregon State Beavers,G,5-11,Freshman,"Melbourne, Australia",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,katelyn field,0,0,0,osu,0,0,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2FKF_Headshot.jpg&width=603&height=803&gravity=north&type=webp
22,Lara Alonso-Basurto,Oregon State Beavers,F,6-3,Freshman,"Madrid, Spain",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,lara alonso-basurto,0,0,0,osu,0,0,https://upload.wikimedia.org/wikipedia/en/1/1b/Oregon_State_Beavers_logo.svg
25,Keira Lindemans,Oregon State Beavers,G,6-0,Freshman,"Melbourne, Australia",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,keira lindemans,0,0,0,osu,0,0,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2025%2F5%2F12%2FKL_Headshot.jpg&width=603&height=803&gravity=north&type=webp
10,Ilinca Belegante,Pepperdine Waves,G,6-0,Freshman,"Bucharest, Romania",FreeAgent,-1.0,-1.0,88.5,142.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ilinca belegante,0,0,0,pepperdine,0,0,https://daitadul56i2n.cloudfront.net/images/2025/9/26/10_Ilinca.jpg?width=80&quality=90
11,Quinn VanSickle,Pepperdine Waves,G,5-8,Freshman,"Castle Rock, CO",FreeAgent,-1.0,-1.0,88.5,142.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,quinn vansickle,0,0,0,pepperdine,0,0,https://daitadul56i2n.cloudfront.net/images/2025/9/26/11_quinn.jpg?width=80&quality=90
30,Seleh Harmon,Pepperdine Waves,G,5-10,Freshman,"Norman, OK",FreeAgent,35.0,35.0,4.5,7.0,1.0,23.0,15.0,0.0,2.0,2.0,1.0,5.0,7.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,2.0,2.0,1.0,2.0,5.0,7.0,5.0,7.0,0.0,0.0,0.0,0,seleh harmon,0,0,0,pepperdine,0,0,https://daitadul56i2n.cloudfront.net/images/2025/9/26/30_seleh.jpg?width=80&quality=90
44,Zoe Shanahan,Pepperdine Waves,F,6-2,Freshman,"Melbourne, Australia",FreeAgent,1.0,1.0,18.0,66.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,zoe shanahan,0,0,0,pepperdine,0,0,https://daitadul56i2n.cloudfront.net/images/2025/9/26/44_Zoe.jpg?width=80&quality=90
3,Julia Wilson,Gonzaga Bulldogs,G,5-10,Freshman,"Temecula, CA",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rancho Christian HS,julia wilson,0,0,0,gonzaga,0,0,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/julia_wilson-7070.JPG?width=80&quality=90
23,Jaiden Haile,Gonzaga Bulldogs,F,6-2,Freshman,"Fargo, ND",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Fargo Horace HS,jaiden haile,0,0,0,gonzaga,0,0,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/jaiden_haile.JPG?width=80&quality=90
